mstr_vol_pct,nvda_vol_pct,nvda_mstr_corr,var95,cvar95,p_loss_5pct,pp_daily,total_tl
88.70804585079172,41.127684828339035,0.41583621972558715,-0.0557785762274374,-0.07022906254160403,0.0642,0.0018154999999999998,135672.2996
